ID,State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Expected Price ($1k),amount_selling_cars_2017,amount_selling_cars_2018,amount_selling_cars_2019,amount_selling_cars_2020,amount_selling_cars_2021,accumulative_selling_cars,Expense
EV47984,WA,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,3485,3071,1005,2006,4437,14004,11.0
EV41388,WA,2013.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,33.89,4894,1108,2559,1847,4485,14893,14.89
EV10225,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,2608,2935,4959,3740,1526,15768,7.0
EV89131,WA,2014.0,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,16.0,2284,3933,4501,2430,2026,15174,4.0
EV13754,WA,2017.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,19.0,3245,1730,4824,1483,3076,14358,3.0
EV46721,WA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,2409,3173,1132,1294,1859,9867,46.0
EV76288,WA,2016.0,HYUNDAI,SONATA PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,16.365,1940,3271,2439,1507,4827,13984,1.3649999999999984
EV68111,WA,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,1000,1415,4490,3014,1398,11317,24.0
EV48306,WA,2011.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,15.0,1214,2020,2951,3312,1704,11201,8.0
EV70195,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,1169,4900,3800,2288,2662,14819,47.0
EV85790,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3393,1275,2515,2565,1732,11480,56.0
EV12951,WA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,1683,4158,3946,2297,4443,16527,47.0
EV68899,WA,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,1951,4084,2516,1398,2329,12278,14.0
EV83965,WA,2014.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,17.0,1678,4999,4751,2541,3381,17350,1.0
EV78360,WA,2021.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,36.6,4918,3709,1563,4677,4906,19773,20.6
EV7010,WA,2021.0,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,28.4,1539,1645,2961,2143,1324,9612,21.4
EV54208,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1107,4710,4608,4696,2235,17356,62.0
EV8476,WA,2020.0,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,27.0,1651,4748,2948,2541,2108,13996,19.0
EV73640,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1207,3267,3010,3416,1982,12882,56.0
EV37363,WA,2016.0,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,36,32.3,1420,3555,4750,1618,4350,15693,14.299999999999997
EV61153,WA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,2369,3291,3033,3969,1748,14410,52.0
EV24246,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,2948,3758,2226,1624,1722,12278,1.0
EV83191,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4313,1019,4394,4387,4293,18406,43.0
EV28354,WA,2017.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,18.058,1101,3374,3017,3269,1237,11998,4.0
EV83443,WA,2012.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,17.0,3945,4210,4954,3249,4431,20789,14.0
EV2646,WA,2008.0,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,124.9,1122,3698,3143,3087,4444,15494,117.9
EV25352,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,2600,4935,1691,2295,3621,15142,14.0
EV39361,WA,2016.0,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,13.9,1314,1532,4536,4710,4912,17004,8.9
EV89011,WA,2017.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,20.0,1566,4330,2823,2808,1912,13439,2.0
EV15498,WA,2014.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,16.0,2476,1484,2205,2086,1353,9604,12.0
EV23956,WA,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,1438,1261,2363,4728,3114,12904,10.0
EV40756,WA,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,3487,3646,4393,2871,1954,16351,26.78
EV45760,WA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,1691,4237,3594,2103,2068,13693,53.0
EV16928,WA,2011.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,15.0,1899,3709,2599,3596,4375,16178,4.0
EV80754,WA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,1186,1372,4857,2138,1186,10739,44.0
EV89209,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4309,1458,4814,2407,4163,17151,59.0
EV21845,WA,2016.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,13.115,2794,3961,4813,4313,3547,19428,8.115
EV34189,WA,2018.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22.857,2498,4155,4868,1663,2435,15619,4.856999999999999
EV20209,WA,2017.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,28.0,2502,1446,2379,4524,3752,14603,9.0
EV80298,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,2736,4848,3914,2653,2832,16983,8.0
EV57041,WA,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,4244,3495,2050,1826,4864,16479,18.0
EV70522,WA,2020.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,40.0,4593,3226,1370,4424,1419,15032,23.0
EV29744,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3752,1058,2292,2253,1241,10596,61.0
EV29402,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,2776,4642,4437,4995,4538,21388,14.0
EV14676,WA,2021.0,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,40.0,1841,4785,4054,1985,1176,13841,25.0
EV65940,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,2669,4799,2392,4374,3085,17319,56.0
EV28164,WA,2021.0,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222,51.573,4043,4900,3374,2404,3589,18310,34.573
EV5739,WA,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,1827,2839,3476,1256,2015,11413,12.0
EV31538,WA,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,3288,4437,3642,4292,3323,18982,34.0
EV8348,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,3597,1761,1026,2278,1116,9778,8.0
EV89650,WA,2017.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,20.0,1143,1581,4360,1437,1389,9910,2.0
EV66020,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,3008,2116,2062,2136,2303,11625,48.0
EV17084,WA,2015.0,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,18.0,2028,1033,1653,1590,1374,7678,14.0
EV84552,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4169,2218,2826,2428,3202,14843,41.0
EV56973,WA,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,2401,1136,1976,2354,4857,12724,22.78
EV29071,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4616,1781,4898,4139,1704,17138,42.0
EV66280,WA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,4666,1611,4046,3341,1505,15169,52.0
EV83592,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4238,1705,4007,4107,3842,17899,60.0
EV78969,WA,2019.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,22.2,4774,1431,2036,3246,3589,15076,11.2
EV60858,WA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,4278,3515,3718,2782,3912,18205,54.0
EV59061,WA,2011.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,15.0,3916,1880,3653,3475,4512,17436,4.0
EV22601,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,2559,4577,2639,3189,3961,16925,55.0
EV40030,WA,2021.0,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,40.0,1830,4038,3663,2942,2312,14785,37.0
EV23803,WA,2016.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,20.0,2533,4075,4888,2416,2168,16080,16.0
EV19562,WA,2013.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,14.5,4846,1239,1043,2634,4288,14050,4.0
EV58092,WA,2019.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,26.0,1243,3645,2639,4787,4155,16469,12.0
EV45766,WA,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,2317,1691,1364,1215,3322,9909,18.0
EV32310,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4314,2768,3711,4132,2660,17585,57.0
EV73321,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4198,2782,2441,2601,3404,15426,45.0
EV48841,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,1512,3294,4648,1963,1361,12778,45.0
EV69633,WA,2018.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,19.0,3494,1359,2856,1795,1292,10796,5.0
EV60271,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4190,2638,1653,1464,4292,14237,63.0
EV20192,WA,2020.0,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203,119.8,1246,4135,3112,2883,1404,12780,109.8
EV33874,WA,2020.0,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,192,119.8,1305,3951,4367,1266,3320,14209,106.8
EV44366,WA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,2874,4913,2419,4783,2942,17931,47.0
EV77140,WA,2016.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,70.0,1334,3207,2801,3732,2722,13796,55.0
EV7828,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,2757,2774,2636,3001,3863,15031,50.0
EV7603,WA,2019.0,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,68.0,1253,2108,2886,4039,3860,14146,65.0
EV15124,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,1252,4142,3325,1038,2474,12231,38.0
EV85104,WA,2018.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,69.0,4695,3226,2134,2030,4398,16483,58.0
EV78900,WA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,2481,4900,3857,2999,4629,18866,55.0
EV72062,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3134,2595,2278,1358,4447,13812,50.0
EV71417,WA,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,2036,2833,1210,4615,2424,13118,10.0
EV56760,WA,2017.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,18.058,4124,3952,4603,2913,2992,18584,7.058
EV80331,WA,2018.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,30.0,4466,4365,1664,4859,2721,18075,14.0
EV90884,WA,2017.0,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100,13.816,2727,1778,2524,3435,3025,13489,0.8160000000000007
EV86219,WA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,4494,4043,3615,4614,3738,20504,58.0
EV37733,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,3410,1630,3137,4215,3184,15576,0.0
EV39253,WA,2013.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,33.9,4339,4556,4865,2928,3713,20401,15.899999999999999
EV51026,WA,2021.0,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,70.0,2944,1488,2156,3559,3668,13815,65.0
EV73517,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,2265,1803,1691,3165,4472,13396,8.0
EV67361,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4212,2734,1555,3744,4675,16920,49.0
EV67986,WA,2021.0,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,54.0,3229,4737,4177,4523,1096,17762,43.0
EV38800,WA,2018.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,21.998,2911,2171,2882,1942,1983,11889,8.998000000000001
EV45571,WA,2019.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,34.5,3758,4341,3249,4277,3627,19252,18.5
EV36510,WA,2022.0,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,42.0,3020,1537,1453,4917,2785,13712,38.0
EV1805,WA,2014.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,16.0,4118,2832,3523,2714,3525,16712,4.0
EV14393,WA,2018.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,90.0,1074,4891,3423,4473,2490,16351,77.0
EV81557,WA,2018.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,21.998,2390,4834,3106,1926,2812,15068,7.998000000000001
EV5381,WA,2018.0,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,24.283,1655,3602,4256,2542,2852,14907,13.283000000000001
EV88186,WA,2014.0,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68,5.499,2170,4307,2857,2828,2445,14607,4.0
EV62354,WA,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2433,4505,3418,3860,2518,16734,49.0
EV29062,WA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,4314,3420,4416,1970,4843,18963,56.0
EV76625,WA,2020.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,102.0,1967,3222,4165,3328,4033,16715,95.0
EV48807,WA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,4391,1688,4328,1895,4554,16856,62.0
EV16872,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,2048,2581,2062,4422,1816,12929,1.0
EV857,WA,2017.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,20.0,3106,4816,4302,1259,1753,15236,7.0
EV1277,WA,2011.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,15.0,1162,3991,1787,4230,4763,15933,10.0
EV85545,WA,2013.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,14.5,1608,2497,2250,2778,2563,11696,5.5
EV12905,WA,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,3830,4248,4786,4869,3009,20742,10.0
EV89454,WA,2017.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,65.0,2918,1295,4508,1902,3192,13815,52.0
EV41320,WA,2019.0,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,25.0,1449,2361,3976,2625,4858,15269,15.0
EV84279,WA,2013.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,33.89,4263,3533,3314,2076,2232,15418,14.89
EV45129,WA,2012.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,17.0,2133,2361,2591,3607,4420,15112,1.0
EV18858,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1609,4001,3652,4844,1976,16082,62.0
EV88580,WA,2014.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,19.0,2160,4943,4684,3229,1681,16697,5.0
EV32882,WA,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,3215,1710,4727,3800,1538,14990,55.0
EV78430,WA,2016.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,65.0,4968,2729,2179,4702,3948,18526,49.0
EV29815,WA,2020.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,37.413,2447,1799,1879,4641,1933,12699,19.412999999999997
EV75510,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3848,4781,2936,1998,2355,15918,65.0
EV44386,WA,2017.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,60.0,3853,3152,1047,2850,3395,14297,49.0
EV56253,WA,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,3638,2352,4068,2181,1560,13799,8.0
EV58877,WA,2017.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,19.0,1157,4353,3780,4377,4993,18660,13.0
EV54206,WA,2011.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,15.0,2731,2229,3910,2487,1286,12643,10.0
EV9276,WA,2021.0,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,20.0,4045,2162,3303,4486,2389,16385,4.0
EV63807,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4132,3346,3417,3419,2083,16397,59.0
EV84951,WA,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,2908,2244,4038,4978,2209,16377,22.0
EV9722,WA,2015.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,18.5,2230,2993,2029,3879,2599,13730,15.5
EV56960,WA,2013.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,33.9,4614,4237,3531,4977,2718,20077,26.9
EV16464,WA,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,2764,4493,2007,1408,1719,12391,29.0
EV72797,WA,2018.0,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,25.004,2003,3521,4390,4495,2601,17010,20.004
EV89512,WA,2020.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,37.413,4331,4174,3686,3886,1389,17466,29.412999999999997
EV88361,WA,2014.0,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,5.499,3827,4453,1832,4188,2688,16988,4.0
EV88513,WA,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,1452,1417,1284,1571,4661,10385,13.004000000000001
EV81200,WA,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,3579,4931,2779,3966,2323,17578,24.0
EV91629,WA,2016.0,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,20.0,2411,3376,2795,2377,3283,14242,2.0
EV33171,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1405,4515,3373,4239,3999,17531,64.0
EV18179,WA,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,4927,4473,2252,2868,3921,18441,51.0
EV5529,WA,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,2754,3186,3432,1966,4039,15377,21.0
EV11614,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4422,1108,1139,4622,4667,15958,51.0
EV65792,WA,2018.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,90.0,1204,4578,4456,3619,3243,17100,75.0
EV89891,WA,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,4622,1176,2123,4113,2958,14992,16.0
EV11994,WA,2014.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,17.0,4697,1844,1968,2156,3559,14224,5.0
EV23421,WA,2020.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,37.413,1576,4527,2066,3745,3183,15097,22.412999999999997
EV74470,WA,2015.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,18.5,3200,2907,1979,3578,2851,14515,13.5
EV59445,WA,2016.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,70.0,2895,2280,3434,3450,1218,13277,55.0
EV66650,WA,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1489,3137,2203,2955,4766,14550,52.0
EV51558,WA,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,1885,2176,2065,3895,3445,13466,26.0
EV26282,WA,2018.0,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,21.3,4260,2387,4998,1603,4615,17863,18.3
